Location Name,lat,lon,Deaths,Damage Description,Total Death Description,Total Damage Description
INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.5,137,,3,,3
RUSSIA:  CHITA,56.2,116.4,,2,,2
"IRAN:  HAZANDERAN, ABEGARM",36.277,52.778,1100,3,4,3
"MEXICO:  ACAPULCO,MEXICO CITY",16.5,-99.1,65,4,2,4
CHILE:  ANTOFAGASTA,-23.5,-71.5,,,,
IRAN:  JAHROM,28.3,53.3,,3,,
PHILIPPINES,5.5,127.5,,,,
S. JAVA SEA,-8.2,107.3,,,,
FIJI ISLANDS,-20.4,-178.5,,,,
INDONESIA:  KALIMANTAN ISLAND,-2,116,,,,
BOLIVIA:  S,-21,-66,,1,,
SOLOMON ISLANDS,,,,,,
MONGOLIA,45.5,99.5,30,2,1,2
IRAN:  FARSINAJ,34.388,47.748,1200,3,4,3
SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.3,166.7,,,,
PERU: AREQUIPA,-16.5,-72,28,2,,
IRAN,36.5,53,,2,,
COLOMBIA-ECUADOR,1.5,-79.5,111,2,3,2
COLOMBIA-ECUADOR,2,-79,,3,1,3
CHINA:  SICHUAN PROVINCE,31.5,104,,1,,1
JAPAN:  RYUKYU ISLANDS,25,125,,,2,
INDONESIA:  SUMATRA:  BENGKULU,-4.5,104,,,,
AZORES,38.5,-28.8,,3,,3
ALASKA:  LITUYA BAY,58.37,-136.665,,1,1,1
PERU:  S,-13.5,-69,,1,,
IRAN:  FIRUZABAD,34.29,47.867,132,3,3,3
PERU:  S,-18,-65,4,4,,
CHILE-ARGENTINA,-33.785,-70.112,7,3,,
RUSSIA:  KURIL ISLANDS,49.3,156.4,,,,
IRAN,36,49,16,3,1,3
CHINA:  GUANGXI PROVINCE,22.5,109.5,,1,,1
INDONESIA:  JAVA:  MALANG,-9.5,112.5,8,2,1,2
EAST PACIFIC RIDGE,-50,-115,,,,
RUSSIA:  KURIL ISLANDS,44.53,148.54,,2,,
RUSSIA:  KURIL ISLANDS,44.2,148.8,,,,
ITALY:  N,44.3,9.9,,,,
ITALY:  N,44.4,8.8,,,,
"SANRIKU, JAPAN",37.5,142.2,,,,
ITALY:  N,44.5,9.6,,,,
PERU-ECUADOR,-4,-81.5,,1,,1
"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",44,6.8,,2,,
RUSSIA:  KURIL ISLANDS,44.3,149,,,,
ITALY:  CENTRAL,42.9,12.6,,,,
ITALY:  N,44.5,10.8,,,,
"TURKEY:  KOYCEGIZ, MUGLA",37,28.7,,2,,
TAIWAN:  TAIPEI,24.78,122.7,2,1,1,1
RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.5,159.5,1,2,1,2
MEXICO:  OAXACA;,17,-96.3,,3,,
BOLIVIA-NORTHERN CHILE,-20.369,-68,1,1,1,1
RUSSIA:  NEAR KAMCHATKA,53.9,160.5,,,,
CHINA:  HENAN PROVINCE,31.8,115.3,,1,,1
CHINA:  SHAANXI PROVINCE,35.6,110.9,,1,,1
TAIWAN,22.18,121.13,16,3,1,3
SOLOMON ISLANDS,-7.5,156,,3,,3
MONTANA:  HEBGEN LAKE,44.712,-111.215,28,3,1,3
MEXICO:  GULF OF CAMPECHE,18.3,-94.4,25,3,1,3
RUSSIA: LAKE BAYKAL (BAIKAL),52,106.5,,,,
ALBANIA,40.9,19.8,2,3,,
KERMADEC ISLANDS,-28.5,-177,,,,
TURKEY:  NINIA,39.1,41.6,18,2,,
"SANRIKU, JAPAN",37.5,143.2,,,,
RUSSIA:  KAMCHATKA,45.89,151.11,,,,
ALGERIA:  BOU-MEDFA,36.4,2.6,,2,,
CHINA:  XINGJIANG,38.75,75.317,,1,1,1
"PERU:  AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",-13.5,-74,7,2,,
"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,63,3,2,3
"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15,-75,63,1,,
CHINA:  GANSU PROVINCE,33.8,104.5,,1,,1
ALGERIA:  MELOUZA,36,4.1,47,2,1,2
MOROCCO:  AGADIR,30.45,-9.62,13100,4,4,4
JAPAN:  SANRIKU,39.8,143.4,,1,,1
JAPAN:  SANRIKU,39.4,143.7,,,,
CHINA:  JILIN PROVINCE,44.7,127,,1,,1
IRAN:  LAR,27.814,54.497,420,3,3,3
INDONESIA:  CENTRAL SULAWESI:  UNA-UNA ISLAND,-0.5,121.5,,2,,2
CHILE:  CENTRAL,-37.872,-73.243,,1,1,1
"CHILE:  PUERTO MONTT, VALDIVIA",-38.143,-73.407,2000,4,4,4
GREECE-ALBANIA,40,20,8,2,,
PAPUA NEW GUINEA:  W. SOLOMON SEA,-9.4,152.3,,,,
JAPAN:  SANRIKU,40.3,142.5,,,,
ECUADOR,-1.5,-79,11,1,,
INDIA:  N,28.6,76.7,,2,,
CONGO:  LAKE TANGANYIKA,-3.6,29,24,2,1,2
PHILIPPINES:  PANAY,11.1,122.3,3,2,,
CHILE:  CONCEPCION,-38.5,-75.1,,1,1,1
CHINA:  SICHUAN PROVINCE,32.7,103.7,,3,,3
PERU,-6.8,-80.7,,,2,1
RUSSIA:  KAMCHATKA,50.016,156.099,,,,
JAPAN:  KASHIMA,36,142.3,,,,
JAPAN:  KASHIMA,36,141.9,,,,
JAPAN:  KASHIMA,36.2,141.9,,,,
INDIA,24.9,93.34,,,,
RUSSIA:  KURIL ISLANDS,43.2,147.9,,,,
JAPAN:  MIYAZAKI,31.6,131.8,2,2,1,2
KERMADEC ISLANDS,-28.3,-175.7,,,,
CHINA:  HUBEI PROVINCE,30.5,110,,2,,2
INDONESIA:  FLORES:  ENDEH,-8.2,122,2,2,1,2
ITALY:  SICILY,38,15.3,15,2,,
CALIFORNIA:  TERMINAL ISLAND,34,-118,,2,,
CHINA: XINJIANG,39.8,77.7,,2,,2
TURKEY,36.693,28.594,,,,
ETHIOPIA:  KARAKORE,10.466,39.717,160,3,3,3
"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",27.861,54.528,60,3,2,3
CHINA:   YUNNAN PROVINCE,24.97,98.63,,3,,3
COLOMBIA: NORTHEASTERN COLOMBIA,8.9,-73.4,,,,
IRAN,33.5,49.4,5,2,1,2
CHINA:   YUNNAN PROVINCE,27.73,99.75,,3,,3
JAPAN:  RYUKYU ISLANDS,29.6,131.8,,,,
VANUATU ISLANDS,-18.421,168.411,,,,1
SOLOMON ISLANDS,-9.849,160.614,,,,
JAPAN:  SE. HOKKAIDO ISLAND,42.9,145.6,,,,
RUSSIA:  KURIL ISLANDS,46.338,149.548,,,,
JAPAN:  HONSHU:  W COAST,36,136.7,10,2,,
PERU,-10.5,-70.7,,,,
SOUTH SANDWICH ISLANDS,-59.5,-27.3,,,,
SOUTH SANDWICH ISLANDS,-58,-27,,,,
SOUTH SANDWICH ISLANDS,-56.26,-27.283,,,,
CHINA:  GANSU PROVINCE,34.33,104.78,,1,,1
IRAN,33.6,48.1,2,2,1,2
"CHILE:  VALDIVIA, CURICO",-36.7,-73,,1,1,1
JAPAN:  SE. HOKKAIDO ISLAND,42.7,145.7,,,,
COLOMBIA: EJE CAFETERO,4.49,-75.51,23,2,1,2
BALKANS NW:  CROATIA,43.3,17.1,4,2,1,2
BALKANS NW:  CROATIA,43.3,17.1,1,2,1,2
CHILE:  CENTRAL,-37.8,-72.5,,2,,
"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",36,9,,2,,
COSTA RICA-PANAMA,8.008,-82.757,,1,,1
ALBANIA,40.9,19.5,15,2,,
CHINA:  GUANGDONG PROVINCE,23.72,114.67,1,3,1,3
IRAN:  MUSSAVIEH,33.32,58.845,20,2,1,2
JAPAN:  SANRIKU,38.073,142.741,,,,
"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",-10,-79,9,2,,
CHINA:  YUNNAN PROVINCE,23.6,106.1,,1,,1
"SE. HOKKAIDO ISLAND, JAPAN",42.2,143.9,,,,
"FRANCE:  CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",45,5.6,,2,,
JAPAN:  HONSHU:  SENDAI,38.8,140.9,1,2,1,2
MEXICO:  S,17.2,-99.6,4,2,1,2
MEXICO:  S,17.2,-99.5,3,2,1,2
CHINA:  QINGHAI PROVINCE,37.1,96,,1,,1
JAPAN:  OFF COAST OF HONSHU ISLAND,41.8,142.4,,,,
GREECE:  AEGEAN SEA,39.8,25,,,,
BALKANS NW:  BOSNIA-HERZEGOVINA,43.6,18.3,,4,,
CHINA:   YUNNAN PROVINCE,25.2,101.2,,3,,3
PANAMA,7.5,-82,,2,,
"COLOMBIA:  MISTRATO, MANIZALES",5.2,-76.4,47,3,1,3
CHINA:  XINJIANG,44.68,81.58,,1,,1
ITALY:  S,41.4,15.5,16,2,,
GREECE:  S,37.8,22.9,1,2,,
UTAH,41.8,-111.8,,2,,2
IRAN:   BUYIN-ZARA,35.63,49.87,12225,4,4,4
TURKEY:  IGDIR,39.9,43.9,1,2,,
GREECE:  AEGEAN SEA; TURKEY:  BALIKESIR,39.6,23.3,,2,,
"IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD",35.1,58.7,6,2,1,2
"IRAN:  GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",28.1,55.6,,2,,
CHINA:  NINGXIA,38.12,106.27,,1,,1
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.47,-168.54,,,,
"TAIWAN:  TAIPEI, HSINCH",24.5,122.1,15,2,1,2
LIBYA:  BARCE (AL MARJ),32.6,21,300,2,3,2
IRAN:  KARKHANEH,34.438,47.882,,3,,3
ITALY:  S,40.8,15.6,,,,
IRAN:  HENDOJAN,37,57.9,4,2,1,2
CHINA:  QINGHAI PROVINCE,35.7,97,,1,,1
CHINA:   YUNNAN PROVINCE,25.8,99.5,,2,,2
NICARAGUA:  LEON,12.2,-86.9,,1,,1
INDONESIA:  BALI,-8.2,115.6,,,,
BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.8,,2,,
CHINA:  HEILONGJIANG PROVINCE,47.9,130.6,,1,,1
IRAN:  W,33.2,49.2,,2,,2
BALKANS NW:  MACEDONIA:  SKOPJE,42.1,21.3,1070,4,4,4
"IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ",27.8,55.6,5,2,1,2
PERU:  S,-13.8,-69.3,,1,,
CHINA:  XINJIANG,39.8,74.2,1,1,1,1
INDIA:  KASHMIR:  SW,33.9,74.8,80,2,,
SOLOMON ISLANDS,-10.472,165.77,,,,
SOLOMON ISLANDS,-10.286,165.413,,,,
TURKEY:  YALOVA:  CINARCIK,40.698,29.159,1,2,1,2
"PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ",-10.385,-78.022,1,2,1,2
RUSSIA:  KURIL ISLANDS,44.426,149.272,,,,
RUSSIA:  KURIL ISLANDS,44.77,149.798,,1,,1
RUSSIA:  KURIL ISLANDS,44.772,150.563,,,,
INDONESIA:  BANDA SEA,-6.86,129.58,,1,,1
BRAZIL: ACRE,-9.127,-71.483,,,,
"INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO",-6.4,105.4,,1,,1
TONGA TRENCH,-24.8,-176.6,,,,
INDONESIA:  SULAWESI:  PINRANG,-3.7,119.4,8,2,1,2
TAIWAN:  TAINAN,23.2,120.6,107,3,3,3
CHINA:   YUNNAN PROVINCE,26.1,101,,1,,1
AZORES,38.8,-28.4,,3,,3
ALASKA,61.017,-147.648,15,4,3,4
INDONESIA:  BANDA ACEH,5.9,95.7,,3,,3
BALKANS NW:  CROATIA,45.3,18.1,3,3,,
TANZANIA,-4,34.9,1,3,1,3
JAPAN:  NW. HONSHU ISLAND,40.3,139,,2,,2
JAPAN:  NW. HONSHU ISLAND,40.4,139,,,,
"TURKEY:  MALATYA,ADIYAMAN",38.1,38.3,8,2,,
JAPAN:  HONSHU:  W COAST,38.65,139.2,26,4,1,4
VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS,-15.5,166.5,,,,
MEXICO:  GUERRERO,18.136,-100.605,78,3,2,3
RUSSIA:  KAMCHATKA,47.159,153.876,,,,
CHINA:  SHANXI PROVINCE,35.1,111.6,,1,,1
"TURKEY:  MANYAS, BURSA, BALIKESIR",40.203,28.206,19,2,1,2
PAPUA NEW GUINEA:  NEW BRITAIN,-5.7,150.7,,1,,1
"NW. HONSHU ISLAND, JAPAN",40.4,138.9,,,,
IRAN:  S,27,54,,2,,
ALGERIA:  M'SILA,35.7,4.4,4,2,1,2
CHINA:  SHANXI PROVINCE,35,111.63,,2,,2
INDONESIA:  SANANA ISLAND,-2.4,126.1,71,2,2,2
ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.29,178.55,,1,,1
IRAN:  NW,37.684,46.998,20,3,1,3
CHILE:  NORTHERN,-25.67,-70.63,,,,
"GREECE:  ALONISOS, SKOPELOS",39.4,24,38,3,1,3
AFGHANISTAN,36.3,70.7,,1,,
CHILE:  CENTRAL,-31.81,-71.26,,,,
CHILE:  CENTRAL,-32.4,-71.2,400,4,,
ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,50.32,177.93,,,,
GREECE,38.6,22.4,6,2,,
GREECE:  SOUTHERN,37.7,21.8,32,3,1,3
"JAPAN:  AICHI, SHIZOUKA PREFECTURES",34.9,138,1,1,1,1
WASHINGTON:  SEATTLE,47.4,-122.3,7,4,1,4
EL SALVADOR:  SAN MARCOS,13.5,-89.3,125,4,3,4
RUSSIA:  KURIL ISLANDS,44.7,148.7,,,,
"IRAN:  HADJIABAD, SARKHUN, SARCHAHAN",28.1,55.9,,3,,
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,53.03,-167.55,,1,,1
CHINA:   YUNNAN PROVINCE,22.4,101.6,,1,,1
NORTH CORINTH GULF,38.384,22.545,1,3,1,3
VANUATU ISLANDS,-15.8,167.2,,2,,2
VANUATU ISLANDS,-15.9,166.8,,,,1
"MEXICO:  ME\XICO CITY, OAXACA",16.3,-95.8,6,1,1,1
CHILE:  SOUTHERN,-42.9,-75.13,,,,
CHINA:  XINJIANG PROVINCE,43.9,87.8,,,,2
CHINA:  YUNNAN PROVINCE,27.9,99.7,,1,,1
GREECE:  CENTRAL,39.2,22,1,2,1,2
CHINA:  YUNNAN PROVINCE,26.1,103.1,,2,,2
CHINA:   YUNNAN PROVINCE,26.1,103.1,,1,,1
CHINA:  HEBEI PROVINCE,37.47,115.03,,1,,1
"TURKEY:  VARTO, MUS",39.1,41.6,10,3,,
CHINA:  HEBEI PROVINCE,37.35,114.92,,4,3,4
TAIWAN,24.1,122.6,7,2,1,2
CHINA:  HEBEI PROVINCE,37.27,114.97,,1,,1
"UGANDA: KICHWAMBA, BONDIBOGYO;  TANZANIA;  DR CONGO",0.622,29.863,157,2,3,2
CHINA:  HEBEI PROVINCE,37.5,115.1,,4,3,4
CHINA:  HEBEI PROVINCE,37.68,115.27,,2,,2
CHINA:  HEBEI PROVINCE,37.25,114.78,,1,,1
UZBEKISTAN:  TASHKENT,41.2,69.1,10,4,,
TURKEY,38,42.6,,2,,
SOLOMON ISLANDS:  GUADALCANAL,-10.343,160.883,,,,
NEPAL-INDIA,29.554,80.854,80,2,2,2
TURKEY:  MUS,38.5,41.3,14,,,
TURKEY:  BAGICI,38.9,41.3,12,3,1,3
RUSSIA:  BLACK SEA,44.75,37,,,,
INDIA:  N,28.7,78.9,15,1,,
TURKEY:  VARTO,39.235,41.572,2394,3,4,3
GREECE:  SOUTHERN,37.459,22.155,1,3,1,3
COLOMBIA,4.62,-73.98,6,2,1,2
CHINA:  YUNNAN PROVINCE,24,97.7,,1,,1
VENEZUELA,10.8,-69.5,,3,,
CHINA:   YUNNAN PROVINCE,27.5,100.1,,3,,3
CHINA:  JILIN PROVINCE,43.83,125.12,,3,,3
"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,110,4,3,4
GREECE:  CENTRAL,39.2,21.2,1,3,1,3
"CHILE:  TALTAL, CATALINA",-25.5,-70.7,3,1,1,1
SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.893,166.445,,,,
SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.334,166.684,,,,
GREECE,38.4,22,,2,,
MONGOLIA,48.1,102.8,,1,,
CHINA:  SICHUAN PROVINCE,30.2,104.1,,2,,2
ALBANIA:  GJIROKASTEV,40,20.2,,2,,2
"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.85,-74.8,98,3,2,3
"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,54,3,2,3
RUSSIA:  KURIL ISLANDS,45.53,151.11,,,,
"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,,3,,3
INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,58,2,2,2
"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,14,3,1,3
GREECE,39.5,21.2,9,2,,
ALGERIA:  NEAR SIG,35.5,-0.1,10,1,1,1
"TURKEY:  MUDURNU, ADAPAZARI",40.751,30.8,86,2,2,2
TURKEY:  TUNCELI,39.5,40.4,97,3,,
COLOMBIA,6.747,-73.03,20,2,1,2
VENEZUELA,10.559,-67.33,300,4,3,4
"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,1,2,1,2
PAPUA NEW GUINEA:  BISMARCK SEA,-4.4,152.5,,3,,
CHINA: SICHUAN PROVINCE,31.6,100.3,,4,,4
PERU:  OFF COAST,-10.6,-79.8,,,,
TAIWAN:  HUALIEN,24.5,122.2,2,2,1,2
CHILE:  NORTHERN,-28.78,-71.19,,,,
ALBANIA,41.5,20.5,18,3,,
CHINA:  HEBEI PROVINCE:  SHULU,37.717,115.217,,2,,2
INDIA,17.412,73.885,180,1,3,1
CHINA:  SHANXI PROVINCE,36.467,111.217,,1,,1
CHILE:  NORTHERN,-21.7,-69.5,1,2,1,2
NICARAGUA:  MANAGUA,12.1,-86.2,,2,,2
ITALY:  SICILY,37.9,13.1,216,4,3,4
ITALY:  SICILY,37.8,13.2,8,1,1,1
RUSSIA:  KURIL ISLANDS,43.586,146.701,,,,
PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,,1,,
GREECE:  AEGEAN SEA:  ST EUSTRATIOS,39.368,24.957,20,1,1,1
JAPAN:  KYUSHU,32,130.6,3,2,1,2
ALGERIA:  EL ALEN (BABORD),36.08,5.07,1,2,1,2
AZORES,37.7,-29.4,,,,
"KENYA:  HOMA BAY, USIRI, GOT KOKECH",-0.6,34.4,1,1,1,1
"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,1,2,1,2
ITALY:  LIGURIA,44.08,8,,,,
"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.253,44.203,38,2,1,2
"IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA",39.3,44.4,,3,,
JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,52,3,2,4
JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,,,,
NEW ZEALAND:  SOUTH ISLAND:  NW COAST,-41.7,172,3,2,,
INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,,,,
ARMENIA:  ZANGEZUR,39.1,46.1,,2,,
JAPAN:  SANRIKU,39.4,143.1,,,,
"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.6,-77.2,15,1,,
"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",29.8,51.2,,3,,
"KERMADEC ISLANDS:  S OF, RAOUL",-30.8,-178.4,,1,,
PHILIPPINES:  LUZON:  MANILA,16.5,122.2,270,3,3,3
"MEXICO:  OAXACA, GUERRERO",16.519,-97.739,18,2,1,2
JAPAN:  SEIKAIDO-NANKAIDO,33.3,132.2,,,,
"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,,1,,1
"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",0.2,119.8,,,3,3
IRAN:  DASHT-E-BAYAZ,34.158,59.083,10488,4,4,4
ARMENIA:  ZANGEZUR,39.1,46.2,,3,,
IRAN:  FERDOW,34,58.2,700,3,3,3
"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,24,3,1,3
VENEZUELA:  CARUPANO,10.697,-62.748,3,2,1,2
TURKEY,39.2,40.1,2,3,,
MEXICO-GUATEMALA:  S CHIAPAS,15.573,-92.536,20,2,1,2
JAPAN:  BONIN ISLANDS,26.3,140.6,,,,
"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,,2,,
"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,,2,,
BALKANS NW:  MONTENEGRO,42.1,19.3,1,4,,
IRAN:  NE KHURASAN PROVINCE,37.14,57.899,50,2,1,2
SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,,1,,
JAPAN:  HOKKAIDO,45,143.2,,,,
"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,,,,
CHINA:  XINJIANG PROVINCE:  WUSHI,41.45,79.367,4,3,1,3
"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.201,118.904,64,3,3,3
"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,25,2,1,2
"TURKEY:  DEMIRCI, GORDES, SINDIRGI",39.2,28.5,,3,,
"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",38.6,28.4,53,3,,
ETHIOPIA:  SARDO,11.875,41.208,40,1,1,1
"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,2,3,1,3
ALBANIA:  SOUTHERN,40.7,19.8,1,2,,
JAPAN:  RYUKYU ISLANDS,32.2,132.1,,,,
"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",39.2,28.6,,2,,
CHINA:  BOHAI SEA,38.2,119.4,10,4,1,4
"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,,3,,
CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,22.317,111.8,3000,4,4,4
PAPUA NEW GUINEA:  BISMARCK SEA,-6.6,146.9,,,,
ITALY:  PERUGIA,43.2,12.4,,1,,1
"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,,2,,2
CHINA:  XINJIANG PROVINCE,39.7,74.8,,1,,1
SOUTH AFRICA:  CAPE PROVINCE,-33.268,19.386,12,3,1,3
"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,150,2,,
CALIFORNIA:  SANTA ROSA,38.467,-122.692,1,3,1,3
SOUTH AFRICA:  TULBAGH,-33.1,19.6,,2,,
BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,44.9,17.3,14,4,,
"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",44.9,17.2,9,3,,
INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,,,,
RUSSIA:  OFF KAMCHATKA,57.7,163.6,,1,,1
"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",-0.8,-78.3,,3,,
GUADELOUPE: GRAND BOURG,15.8,-59.7,,1,,
CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,24.1,102.5,10000,3,4,3
PHILIPPINES:  MINDANAO,6.8,126.7,,,,
"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",12.6,122.1,3,2,1,2
"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,12,3,1,3
ALASKA:  ANDREANOF ISLANDS,57.5,-153.9,,1,,1
"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,5,2,1,2
INDIA:  BROACH,21.7,73,26,2,1,2
TURKEY:  GEDIZ,39.098,29.57,1086,4,4,4
PHILIPPINES:  LUZON,15.78,121.71,15,2,1,2
"TURKEY:  DEMIRCI, MANISA",39.1,28.7,,,,
RUSSIA:  DAGESTAN,43,47,,1,,1
RUSSIA:  DAGESTAN,43,47.1,,3,3,3
"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,66794,4,4,4
KAZAKHSTAN:  ALMA-ATA,42.5,78.8,,3,,3
AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,,,,
CHILE:  SOUTHERN,-52,-73.8,,,,
CHILE:  NORTHERN,-22.28,-70.55,,,,
"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",51.8,-131,,,,
TURKEY:  SIVAS,38.8,36.7,1,2,1,2
"SEIKAIDO, JAPAN",32.2,131.7,,1,,1
"IRAN:  KARNAVEH, MAREV",37.8,55.9,220,3,3,3
PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,-1.5,-72.6,1,2,1,2
SOLOMON ISLANDS,-14.095,166.57,,,,
BALKANS NW:  CROATIA:  KNIN,44,16,,2,,2
COLOMBIA:  BAHIA SOLANO,6.2,-77.6,,1,,1
NEW ZEALAND,-44.64,173.62,,,,
"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122,,2,,2
PAPUA NEW GUINEA:  MADANG,-4.907,145.471,15,2,1,2
CHILE:  NORTHERN,-20.94,-69.81,,,,
RUSSIA:  BLACK SEA,43.84,39.34,,,,
PERU:  N;  ECUADOR:  S,-4,-80.7,82,3,2,3
"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,,2,,2
"INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,,2,,2
ITALY:  TUSCANIA,42.5,11.8,24,4,1,4
CALIFORNIA:  SAN FERNANDO,34.412,-118.4,65,4,2,4
"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",36.6,55.6,1,2,1,2
"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",29.8,51.9,,3,,3
"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",28.363,55.737,1,3,1,3
ALASKA:  ANDREANOF ISLANDS,51.4,-177.2,,,,
TURKEY:  BURDUR,37.6,29.8,100,3,2,3
TURKEY:  BINGOL,38.8,40.5,1000,2,3,2
DOMINICAN REPUBLIC:  SANTO DOMINGO,18,-69.8,,2,,2
"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG",-7.2,109.1,1,3,1,3
"CHILE:  CATALINA, ANTOFAGASTA",-25.5,-69.2,1,2,1,2
CHILE:  CENTRAL,-32.5,-71.2,83,4,2,4
PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,-5.5,153.9,2,1,1,1
ITALY:  PARMA,44.8,10.3,2,1,1,1
PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL,-4.9,153.2,,,,2
PERU-ECUADOR:  GUAYAQUIL,-2.7,-77.4,1,2,1,2
JAPAN TRENCH,41.4,143.5,,1,,1
IRAN:  BABOL-KENAR,36.3,52.7,1,2,1,2
CHINA:  SICHUAN PROVINCE:  MABIAN,28.9,103.7,,1,1,1
IRAN:  BABA KELU,30,50.7,,3,,3
